product_id,product_name,upc,brand,category,price_usd,sku,status,created_at
ECOM_000204,Anker Screen Protector Pro 6,090104001041,Anker,Screen Protectors,28.18,STR-FIL-00104,active,2024-10-16T00:00:00
ECOM_000205,JBL Case Basic 6,090105001057,JBL,Cases,94.93,STR-FIL-00105,active,2025-09-07T00:00:00
ECOM_000206,Logitech Stand Ultra 1,090106001063,Logitech,Stands,61.88,STR-FIL-00106,active,2025-04-17T00:00:00
ECOM_000207,HP Adapter Basic 1,090107001079,HP,Adapters,79.33,STR-FIL-00107,active,2024-05-07T00:00:00
ECOM_000208,JBL Case Basic 2,090108001085,JBL,Cases,7.38,STR-FIL-00108,active,2024-08-25T00:00:00
ECOM_000209,JBL Screen Protector Max 3,090109001091,JBL,Screen Protectors,63.83,STR-FIL-00109,active,2025-08-25T00:00:00
ECOM_000210,Dell Cable Basic 5,090110001103,Dell,Cables,93.07,STR-FIL-00110,active,2023-12-20T00:00:00
ECOM_000211,LG Case Plus 6,090111001119,LG,Cases,20.31,STR-FIL-00111,active,2023-02-02T00:00:00
ECOM_000212,Dell Stand Plus 6,090112001125,Dell,Stands,49.85,STR-FIL-00112,active,2025-07-18T00:00:00
ECOM_000213,Anker Mount Ultra 7,090113001131,Anker,Mounts,45.82,STR-FIL-00113,active,2023-06-20T00:00:00
ECOM_000214,Anker Mount Max 1,090114001147,Anker,Mounts,31.59,STR-FIL-00114,active,2025-01-24T00:00:00
ECOM_000215,JBL Screen Protector Pro 3,090115001153,JBL,Screen Protectors,11.00,STR-FIL-00115,active,2023-02-17T00:00:00
ECOM_000216,JBL Mount Ultra 6,090116001169,JBL,Mounts,27.09,STR-FIL-00116,active,2024-02-14T00:00:00
ECOM_000217,Dell Cable Max 1,090117001175,Dell,Cables,51.29,STR-FIL-00117,active,2025-07-21T00:00:00
ECOM_000218,Samsung Mount Pro 4,090118001181,Samsung,Mounts,19.57,STR-FIL-00118,active,2024-03-04T00:00:00
ECOM_000219,HP Adapter Max 1,090119001197,HP,Adapters,27.49,STR-FIL-00119,active,2023-11-27T00:00:00
ECOM_000220,Logitech Screen Protector Plus 4,090120001209,Logitech,Screen Protectors,8.99,STR-FIL-00120,active,2023-03-17T00:00:00
ECOM_000221,Dell Case Basic 1,090121001215,Dell,Cases,41.43,STR-FIL-00121,active,2025-05-16T00:00:00
ECOM_000222,Anker Mount Basic 9,090122001221,Anker,Mounts,72.19,STR-FIL-00122,active,2023-01-07T00:00:00
ECOM_000223,Anker Adapter Basic 1,090123001237,Anker,Adapters,26.57,STR-FIL-00123,active,2024-12-03T00:00:00
ECOM_000224,Dell Stand Plus 7,090124001243,Dell,Stands,89.47,STR-FIL-00124,active,2023-03-18T00:00:00
ECOM_000225,Anker Mount Ultra 5,090125001259,Anker,Mounts,74.96,STR-FIL-00125,active,2025-06-17T00:00:00
ECOM_000226,Samsung Adapter Max 5,090126001265,Samsung,Adapters,83.47,STR-FIL-00126,active,2024-04-11T00:00:00
ECOM_000227,HP Screen Protector Ultra 8,090127001271,HP,Screen Protectors,16.20,STR-FIL-00127,active,2023-08-20T00:00:00
ECOM_000228,Samsung Adapter Pro 7,090128001287,Samsung,Adapters,22.37,STR-FIL-00128,active,2023-12-28T00:00:00
ECOM_000229,Logitech Adapter Ultra 4,090129001293,Logitech,Adapters,76.42,STR-FIL-00129,active,2025-05-12T00:00:00
ECOM_000230,LG Cable Plus 5,090130001305,LG,Cables,65.90,STR-FIL-00130,active,2023-09-01T00:00:00
ECOM_000231,HP Cable Plus 6,090131001311,HP,Cables,25.34,STR-FIL-00131,active,2023-08-24T00:00:00
ECOM_000232,Samsung Mount Basic 3,090132001327,Samsung,Mounts,35.77,STR-FIL-00132,active,2024-08-18T00:00:00
ECOM_000233,HP Mount Plus 2,090133001333,HP,Mounts,85.59,STR-FIL-00133,active,2025-02-01T00:00:00
ECOM_000234,Anker Stand Pro 5,090134001349,Anker,Stands,9.70,STR-FIL-00134,active,2023-05-15T00:00:00
ECOM_000235,Samsung Mount Plus 2,090135001355,Samsung,Mounts,58.40,STR-FIL-00135,active,2023-06-07T00:00:00
ECOM_000236,Logitech Screen Protector Ultra 2,090136001361,Logitech,Screen Protectors,74.73,STR-FIL-00136,active,2024-07-21T00:00:00
ECOM_000237,Anker Case Pro 5,090137001377,Anker,Cases,77.42,STR-FIL-00137,active,2023-05-15T00:00:00
ECOM_000238,Logitech Cable Pro 8,090138001383,Logitech,Cables,91.42,STR-FIL-00138,active,2023-01-04T00:00:00
ECOM_000239,Belkin Mount Max 9,090139001399,Belkin,Mounts,27.07,STR-FIL-00139,active,2024-05-01T00:00:00
ECOM_000240,LG Cable Plus 4,090140001401,LG,Cables,73.75,STR-FIL-00140,active,2023-07-22T00:00:00
ECOM_000241,Samsung Cable Basic 8,090141001417,Samsung,Cables,8.49,STR-FIL-00141,active,2024-03-01T00:00:00
ECOM_000242,Anker Mount Ultra 5,090142001423,Anker,Mounts,10.92,STR-FIL-00142,active,2025-08-07T00:00:00
ECOM_000243,HP Cable Plus 4,090143001439,HP,Cables,68.10,STR-FIL-00143,active,2025-08-26T00:00:00
ECOM_000244,Anker Mount Max 7,090144001445,Anker,Mounts,9.15,STR-FIL-00144,active,2025-12-16T00:00:00
ECOM_000245,Logitech Mount Pro 5,090145001451,Logitech,Mounts,84.75,STR-FIL-00145,active,2024-02-20T00:00:00
ECOM_000246,Dell Screen Protector Max 3,090146001467,Dell,Screen Protectors,82.15,STR-FIL-00146,active,2024-11-12T00:00:00
ECOM_000247,JBL Case Ultra 7,090147001473,JBL,Cases,74.11,STR-FIL-00147,active,2023-10-13T00:00:00
ECOM_000248,Dell Screen Protector Ultra 3,090148001489,Dell,Screen Protectors,97.45,STR-FIL-00148,active,2025-08-22T00:00:00
ECOM_000249,Samsung Case Pro 5,090149001495,Samsung,Cases,95.37,STR-FIL-00149,active,2023-06-12T00:00:00
ECOM_000250,LG Screen Protector Plus 1,090150001507,LG,Screen Protectors,75.85,STR-FIL-00150,active,2024-09-28T00:00:00
ECOM_000251,JBL Stand Plus 3,090151001513,JBL,Stands,37.12,STR-FIL-00151,active,2023-12-13T00:00:00
ECOM_000252,Belkin Screen Protector Max 9,090152001529,Belkin,Screen Protectors,87.79,STR-FIL-00152,active,2023-09-04T00:00:00
ECOM_000253,Anker Case Plus 4,090153001535,Anker,Cases,92.84,STR-FIL-00153,active,2025-12-26T00:00:00
ECOM_000254,Dell Screen Protector Ultra 9,090154001541,Dell,Screen Protectors,15.99,STR-FIL-00154,active,2024-09-22T00:00:00
ECOM_000255,Samsung Adapter Basic 2,090155001557,Samsung,Adapters,59.24,STR-FIL-00155,active,2023-11-21T00:00:00
ECOM_000256,LG Adapter Plus 1,090156001563,LG,Adapters,83.43,STR-FIL-00156,active,2025-02-16T00:00:00
ECOM_000257,JBL Cable Ultra 4,090157001579,JBL,Cables,70.32,STR-FIL-00157,active,2024-05-27T00:00:00
ECOM_000258,Logitech Stand Plus 1,090158001585,Logitech,Stands,65.00,STR-FIL-00158,active,2023-01-10T00:00:00
ECOM_000259,Belkin Adapter Pro 2,090159001591,Belkin,Adapters,22.46,STR-FIL-00159,active,2024-08-04T00:00:00
ECOM_000260,Samsung Case Pro 5,090160001603,Samsung,Cases,67.19,STR-FIL-00160,active,2024-07-12T00:00:00
ECOM_000261,Logitech Case Max 8,090161001619,Logitech,Cases,45.28,STR-FIL-00161,active,2025-10-19T00:00:00
ECOM_000262,Anker Mount Pro 8,090162001625,Anker,Mounts,51.19,STR-FIL-00162,active,2024-06-01T00:00:00
ECOM_000263,HP Mount Basic 9,090163001631,HP,Mounts,49.52,STR-FIL-00163,active,2023-07-23T00:00:00
ECOM_000264,Dell Mount Pro 7,090164001647,Dell,Mounts,51.09,STR-FIL-00164,active,2023-08-25T00:00:00
ECOM_000265,Belkin Screen Protector Pro 2,090165001653,Belkin,Screen Protectors,28.70,STR-FIL-00165,active,2023-12-27T00:00:00
ECOM_000266,Belkin Screen Protector Ultra 4,090166001669,Belkin,Screen Protectors,40.71,STR-FIL-00166,active,2025-08-02T00:00:00
ECOM_000267,Dell Case Basic 4,090167001675,Dell,Cases,56.95,STR-FIL-00167,active,2025-07-04T00:00:00
ECOM_000268,Anker Mount Pro 9,090168001681,Anker,Mounts,17.07,STR-FIL-00168,active,2024-02-17T00:00:00
ECOM_000269,JBL Screen Protector Max 7,090169001697,JBL,Screen Protectors,30.83,STR-FIL-00169,active,2025-11-24T00:00:00
ECOM_000270,Anker Case Max 8,090170001709,Anker,Cases,60.05,STR-FIL-00170,active,2023-08-10T00:00:00
ECOM_000271,JBL Cable Ultra 7,090171001715,JBL,Cables,32.29,STR-FIL-00171,active,2023-11-05T00:00:00
ECOM_000272,Belkin Adapter Plus 1,090172001721,Belkin,Adapters,50.32,STR-FIL-00172,active,2024-12-26T00:00:00
ECOM_000273,JBL Screen Protector Plus 4,090173001737,JBL,Screen Protectors,9.12,STR-FIL-00173,active,2024-11-19T00:00:00
ECOM_000274,LG Adapter Pro 2,090174001743,LG,Adapters,72.10,STR-FIL-00174,active,2023-03-05T00:00:00
ECOM_000275,Anker Screen Protector Basic 1,090175001759,Anker,Screen Protectors,51.64,STR-FIL-00175,active,2025-09-23T00:00:00
ECOM_000276,Dell Mount Basic 8,090176001765,Dell,Mounts,56.09,STR-FIL-00176,active,2023-05-14T00:00:00
ECOM_000277,Samsung Cable Ultra 6,090177001771,Samsung,Cables,11.13,STR-FIL-00177,active,2024-07-17T00:00:00
ECOM_000278,Logitech Adapter Plus 2,090178001787,Logitech,Adapters,16.38,STR-FIL-00178,active,2025-03-22T00:00:00
ECOM_000279,Logitech Screen Protector Max 6,090179001793,Logitech,Screen Protectors,67.03,STR-FIL-00179,active,2025-05-16T00:00:00
ECOM_000280,Belkin Mount Basic 2,090180001805,Belkin,Mounts,22.44,STR-FIL-00180,active,2025-01-08T00:00:00
ECOM_000281,Logitech Adapter Basic 1,090181001811,Logitech,Adapters,33.23,STR-FIL-00181,active,2024-01-17T00:00:00
ECOM_000282,Anker Cable Ultra 9,090182001827,Anker,Cables,54.31,STR-FIL-00182,active,2023-05-26T00:00:00
ECOM_000283,JBL Case Basic 4,090183001833,JBL,Cases,91.55,STR-FIL-00183,active,2023-11-16T00:00:00
ECOM_000284,LG Screen Protector Plus 7,090184001849,LG,Screen Protectors,25.13,STR-FIL-00184,active,2025-11-21T00:00:00
ECOM_000285,Belkin Adapter Max 3,090185001855,Belkin,Adapters,67.71,STR-FIL-00185,active,2023-08-17T00:00:00
ECOM_000286,Belkin Stand Basic 6,090186001861,Belkin,Stands,20.48,STR-FIL-00186,active,2023-05-14T00:00:00
ECOM_000287,Anker Screen Protector Ultra 7,090187001877,Anker,Screen Protectors,9.03,STR-FIL-00187,active,2023-04-22T00:00:00
ECOM_000288,Dell Screen Protector Plus 3,090188001883,Dell,Screen Protectors,47.28,STR-FIL-00188,active,2024-10-26T00:00:00
ECOM_000289,Samsung Mount Plus 4,090189001899,Samsung,Mounts,86.96,STR-FIL-00189,active,2025-09-10T00:00:00
ECOM_000290,LG Cable Pro 7,090190001901,LG,Cables,45.68,STR-FIL-00190,active,2023-09-03T00:00:00
ECOM_000291,JBL Mount Ultra 7,090191001917,JBL,Mounts,8.76,STR-FIL-00191,active,2024-08-21T00:00:00
ECOM_000292,Dell Case Max 6,090192001923,Dell,Cases,83.61,STR-FIL-00192,active,2024-08-17T00:00:00
ECOM_000293,LG Screen Protector Max 9,090193001939,LG,Screen Protectors,76.20,STR-FIL-00193,active,2025-10-20T00:00:00
ECOM_000294,JBL Screen Protector Basic 6,090194001945,JBL,Screen Protectors,36.69,STR-FIL-00194,active,2025-09-20T00:00:00
ECOM_000295,Belkin Case Ultra 5,090195001951,Belkin,Cases,64.14,STR-FIL-00195,active,2025-09-08T00:00:00
ECOM_000296,Dell Case Max 4,090196001967,Dell,Cases,90.28,STR-FIL-00196,active,2024-05-07T00:00:00
ECOM_000297,Dell Stand Ultra 5,090197001973,Dell,Stands,68.55,STR-FIL-00197,active,2025-07-22T00:00:00
ECOM_000298,Logitech Stand Plus 5,090198001989,Logitech,Stands,88.71,STR-FIL-00198,active,2023-11-22T00:00:00
ECOM_000299,Dell Mount Ultra 4,090199001995,Dell,Mounts,56.02,STR-FIL-00199,active,2024-10-17T00:00:00
